RequestFileName,GenerateTime,ResponseTime,Qos
17-25954-865-20,4634,4635,1.0
10-14752-491-112,4634,4635,1.0
13-19516-650-81,4634,4645,11.0
10-14752-491-111,4638,4639,1.0
15-22506-750-33,4643,4654,11.0
15-22506-750-34,4645,4654,9.0
13-19516-650-80,4645,4646,1.0
15-22506-750-31,4648,4654,6.0
15-22506-750-32,4648,4654,6.0
12-17963-598-115,4652,4663,11.0
17-25457-848-89,4653,4664,11.0
12-19073-635-117,4654,4665,11.0
12-19073-635-116,4655,4665,10.0
15-22506-750-30,4657,4658,1.0
3-4475-149-28,4661,4662,1.0
3-4475-149-27,4663,4664,1.0
3-4475-149-29,4664,4665,1.0
12-19073-635-115,4665,4666,1.0
13-19272-642-60,4667,4678,11.0
3-4475-149-26,4670,4671,1.0
3-5138-171-44,4673,4684,11.0
6-9579-319-45,4674,4685,11.0
17-25962-865-60,4674,4685,11.0
13-19515-650-78,4678,4679,1.0
6-8963-298-117,4680,4691,11.0
6-8963-298-116,4682,4691,9.0
6-9579-319-46,4687,4688,1.0
13-19515-650-79,4688,4689,1.0
13-19515-650-77,4689,4690,1.0
9-14285-476-28,4691,4702,11.0
6-8963-298-118,4693,4694,1.0
6-8963-298-115,4696,4697,1.0
9-14285-476-29,4698,4702,4.0
6-8963-298-119,4699,4700,1.0
9-14019-467-46,4700,4701,1.0
1-2715-90-78,4705,4716,11.0
15-23497-783-38,4709,4720,11.0
15-23497-783-39,4709,4720,11.0
9-14019-467-45,4709,4710,1.0
0-99-3-45,4712,4723,11.0
1-2716-90-80,4714,4716,2.0
1-2715-90-77,4715,4716,1.0
1-2715-90-76,4715,4716,1.0
6-9794-326-73,4718,4729,11.0
1-2715-90-79,4720,4721,1.0
10-15279-509-45,4723,4724,1.0
6-9794-326-74,4724,4729,5.0
10-15279-509-46,4728,4729,1.0
8-13233-441-15,4729,4730,1.0
14-21261-708-106,4730,4731,1.0
8-13233-441-18,4732,4733,1.0
8-13233-441-16,4733,4734,1.0
4-6246-208-32,4734,4745,11.0
8-13233-441-17,4735,4736,1.0
7-10493-349-117,4741,4752,11.0
4-6246-208-31,4742,4745,3.0
7-10493-349-116,4745,4752,7.0
7-10493-349-115,4749,4752,3.0
4-6246-208-30,4749,4750,1.0
5-8509-283-99,4755,4766,11.0
14-21028-700-140,4755,4756,1.0
14-21028-700-141,4756,4757,1.0
14-21028-700-142,4758,4759,1.0
10-14751-491-109,4759,4760,1.0
14-21028-700-143,4763,4764,1.0
0-298-9-142,4764,4775,11.0
9-13242-441-60,4766,4767,1.0
0-298-9-143,4767,4775,8.0
11-16246-541-80,4769,4770,1.0
0-298-9-140,4770,4775,5.0
0-298-9-141,4771,4775,4.0
9-14134-471-23,4774,4775,1.0
9-14134-471-22,4777,4778,1.0
9-14134-471-21,4778,4779,1.0
6-9146-304-133,4781,4782,1.0
6-9146-304-132,4782,4783,1.0
9-14134-471-20,4783,4784,1.0
6-9146-304-130,4786,4787,1.0
6-9146-304-131,4789,4790,1.0
17-25458-848-92,4790,4791,1.0
12-17962-598-113,4790,4791,1.0
17-25458-848-90,4791,4792,1.0
17-25458-848-93,4795,4796,1.0
17-25458-848-91,4798,4799,1.0
8-12929-430-147,4801,4812,11.0
8-12929-430-148,4801,4812,11.0
8-12929-430-149,4804,4812,8.0
12-17962-598-114,4804,4805,1.0
8-12929-430-146,4806,4812,6.0
8-12929-430-145,4811,4812,1.0
17-25953-865-19,4813,4814,1.0
17-25953-865-18,4814,4815,1.0
14-21260-708-103,4816,4817,1.0
14-21260-708-104,4819,4820,1.0
14-21260-708-102,4822,4823,1.0
12-19129-637-98,4822,4833,11.0
12-17962-598-111,4824,4825,1.0
18-26729-890-148,4825,4836,11.0
12-17962-598-112,4826,4827,1.0
15-23498-783-42,4832,4833,1.0
15-23498-783-41,4832,4833,1.0
18-26729-890-149,4833,4836,3.0
12-19129-637-97,4835,4836,1.0
18-26729-890-146,4836,4837,1.0
18-26729-890-145,4841,4842,1.0
0-98-3-44,4843,4844,1.0
18-26729-890-147,4844,4845,1.0
0-98-3-41,4844,4845,1.0
0-98-3-43,4845,4846,1.0
0-98-3-42,4853,4854,1.0
6-8831-294-56,4854,4855,1.0
6-8831-294-55,4855,4856,1.0
15-23498-783-40,4857,4858,1.0
12-19129-637-99,4857,4858,1.0
7-11223-374-18,4861,4872,11.0
7-11223-374-19,4864,4872,8.0
5-8740-291-54,4864,4865,1.0
5-8510-283-102,4865,4866,1.0
5-8510-283-103,4868,4869,1.0
6-9684-322-122,4871,4872,1.0
5-8510-283-101,4873,4874,1.0
7-11223-374-15,4874,4875,1.0
6-9684-322-124,4875,4876,1.0
5-8510-283-100,4877,4878,1.0
6-9276-309-32,4881,4882,1.0
7-11223-374-16,4881,4882,1.0
6-9684-322-123,4882,4883,1.0
7-11223-374-17,4883,4884,1.0
6-9276-309-31,4888,4889,1.0
3-4875-162-75,4890,4891,1.0
18-27682-922-113,4891,4892,1.0
6-9276-309-30,4892,4893,1.0
12-19130-637-100,4892,4893,1.0
18-27682-922-112,4895,4896,1.0
9-14286-476-30,4900,4901,1.0
17-25961-865-59,4901,4902,1.0
1-2095-69-127,4902,4913,11.0
12-19130-637-101,4903,4904,1.0
17-25961-865-58,4905,4906,1.0
1-2095-69-126,4910,4913,3.0
17-25961-865-57,4912,4913,1.0
1-2094-69-123,4912,4913,1.0
9-14286-476-32,4919,4920,1.0
18-27682-922-114,4919,4920,1.0
6-9578-319-44,4922,4923,1.0
9-14286-476-31,4923,4924,1.0
1-2095-69-125,4924,4925,1.0
17-25961-865-56,4927,4928,1.0
1-2094-69-124,4927,4928,1.0
6-9578-319-42,4930,4931,1.0
18-26710-890-54,4930,4941,11.0
7-10492-349-113,4931,4932,1.0
7-10492-349-114,4934,4935,1.0
6-9578-319-43,4937,4938,1.0
18-26710-890-52,4941,4942,1.0
18-26710-890-53,4943,4944,1.0
4-6245-208-28,4944,4945,1.0
18-26710-890-50,4946,4947,1.0
4-6245-208-29,4948,4949,1.0
6-9795-326-75,4950,4951,1.0
10-15278-509-42,4956,4957,1.0
6-9795-326-76,4957,4958,1.0
2-3501-116-109,4958,4959,1.0
18-26710-890-51,4959,4960,1.0
6-9795-326-77,4960,4961,1.0
10-15278-509-43,4961,4962,1.0
10-15278-509-44,4961,4962,1.0
12-19072-635-114,4966,4967,1.0
8-12439-414-99,4969,4970,1.0
3-5139-171-46,4971,4972,1.0
3-5139-171-48,4974,4975,1.0
3-5139-171-47,4975,4976,1.0
3-5139-171-45,4976,4977,1.0
12-19072-635-113,4977,4978,1.0
9-13717-457-35,4985,4986,1.0
13-19271-642-58,4987,4988,1.0
16-24579-819-49,4988,4989,1.0
0-297-9-139,4988,4989,1.0
13-19271-642-59,4989,4990,1.0
13-19271-642-56,4993,4994,1.0
14-21391-713-5,4994,4995,1.0
0-1145-38-26,4996,4997,1.0
0-1145-38-25,4998,4999,1.0
13-19271-642-57,4999,5000,1.0
3-5021-167-58,5000,5011,11.0
17-25645-854-126,5004,5015,11.0
3-5021-167-55,5006,5011,5.0
3-5021-167-57,5008,5011,3.0
3-5021-167-56,5008,5011,3.0
14-21821-727-55,5012,5023,11.0
12-18217-607-39,5015,5026,11.0
14-21821-727-56,5016,5023,7.0
14-21821-727-57,5017,5023,6.0
12-18217-607-38,5017,5026,9.0
7-11030-367-100,5021,5032,11.0
7-11029-367-98,5023,5032,9.0
7-11155-371-129,5024,5035,11.0
13-19249-641-95,5024,5035,11.0
7-11029-367-99,5029,5032,3.0
11-16853-561-119,5034,5045,11.0
7-11029-367-97,5034,5035,1.0
11-16853-561-118,5035,5045,10.0
7-11155-371-128,5036,5037,1.0
11-16853-561-116,5039,5045,6.0
17-25645-854-127,5043,5044,1.0
11-16853-561-117,5047,5048,1.0
17-25645-854-129,5047,5048,1.0
17-25645-854-128,5047,5048,1.0
7-11029-367-96,5049,5050,1.0
1-2290-76-53,5051,5062,11.0
1-2290-76-54,5052,5062,10.0
19-28924-964-23,5054,5065,11.0
8-12700-423-50,5056,5067,11.0
19-28924-964-24,5059,5065,6.0
17-26363-878-116,5062,5073,11.0
19-28924-964-20,5062,5065,3.0
19-28924-964-21,5064,5065,1.0
19-28924-964-22,5066,5067,1.0
6-9441-314-105,5069,5080,11.0
6-9441-314-108,5071,5080,9.0
6-9441-314-107,5072,5080,8.0
6-9441-314-109,5073,5080,7.0
17-26363-878-117,5074,5075,1.0
6-9441-314-106,5078,5080,2.0
17-26363-878-118,5082,5083,1.0
3-5380-179-53,5084,5095,11.0
17-26363-878-119,5087,5088,1.0
3-5380-179-54,5088,5095,7.0
0-1129-37-97,5088,5089,1.0
0-1129-37-98,5095,5096,1.0
14-21867-728-136,5097,5108,11.0
0-1129-37-96,5099,5100,1.0
14-21867-728-137,5102,5108,6.0
14-21867-728-139,5105,5108,3.0
8-12700-423-52,5106,5107,1.0
8-12700-423-51,5108,5109,1.0
9-14037-467-138,5111,5122,11.0
9-14037-467-136,5112,5122,10.0
14-21867-728-138,5116,5117,1.0
8-12700-423-53,5117,5118,1.0
9-14037-467-139,5119,5122,3.0
4-7185-239-78,5125,5136,11.0
4-7185-239-76,5125,5136,11.0
9-14037-467-137,5125,5126,1.0
2-3775-125-125,5127,5128,1.0
4-7185-239-77,5129,5136,7.0
10-16175-539-29,5133,5144,11.0
18-27016-900-84,5134,5145,11.0
10-16175-539-27,5136,5144,8.0
2-3826-127-80,5137,5148,11.0
4-7185-239-75,5138,5139,1.0
4-7185-239-79,5141,5142,1.0
10-16175-539-26,5143,5144,1.0
10-16176-539-30,5146,5147,1.0
10-16175-539-28,5146,5147,1.0
4-6045-201-79,5147,5158,11.0
4-6045-201-78,5151,5158,7.0
9-13266-442-34,5155,5166,11.0
11-17395-579-126,5156,5167,11.0
11-17395-579-125,5157,5167,10.0
11-17395-579-127,5158,5167,9.0
9-14654-488-72,5160,5171,11.0
6-9140-304-104,5160,5171,11.0
9-14654-488-70,5165,5171,6.0
9-14654-488-73,5166,5171,5.0
9-14654-488-71,5167,5171,4.0
8-13154-438-70,5171,5182,11.0
12-18995-633-28,5174,5185,11.0
8-13154-438-71,5176,5182,6.0
17-26364-878-120,5177,5178,1.0
12-18995-633-29,5178,5185,7.0
8-13154-438-72,5180,5182,2.0
18-26698-889-144,5180,5191,11.0
18-26698-889-143,5181,5191,10.0
12-18995-633-26,5182,5185,3.0
18-26698-889-142,5182,5191,9.0
12-18995-633-25,5190,5191,1.0
12-18995-633-27,5192,5193,1.0
1-2291-76-55,5195,5196,1.0
11-17395-579-128,5197,5198,1.0
1-2291-76-56,5198,5199,1.0
1-2291-76-57,5202,5203,1.0
12-18882-629-61,5206,5217,11.0
7-10389-346-49,5206,5217,11.0
0-1106-36-134,5207,5218,11.0
12-18882-629-60,5209,5217,8.0
14-21868-728-140,5211,5212,1.0
0-541-18-8,5212,5213,1.0
9-14038-467-140,5213,5214,1.0
4-7322-244-11,5215,5226,11.0
0-541-18-9,5218,5219,1.0
4-7322-244-12,5220,5226,6.0
4-7322-244-10,5225,5226,1.0
2-3834-127-121,5226,5237,11.0
15-22437-747-137,5228,5239,11.0
4-7322-244-13,5229,5230,1.0
2-3834-127-123,5230,5237,7.0
2-3834-127-122,5230,5237,7.0
2-3834-127-124,5234,5237,3.0
15-22437-747-135,5236,5239,3.0
15-22437-747-136,5238,5239,1.0
4-7321-244-9,5242,5243,1.0
17-25354-845-24,5243,5244,1.0
19-28836-961-33,5244,5255,11.0
19-28836-961-34,5246,5255,9.0
19-28836-961-32,5249,5255,6.0
3-5020-167-54,5250,5251,1.0
14-21820-727-53,5250,5251,1.0
0-542-18-11,5254,5255,1.0
0-542-18-10,5255,5256,1.0
0-542-18-12,5257,5258,1.0
14-21820-727-54,5260,5261,1.0
14-20631-687-109,5262,5263,1.0
14-20631-687-108,5262,5263,1.0
3-5381-179-57,5267,5268,1.0
8-12699-423-49,5269,5270,1.0
14-20742-691-64,5272,5283,11.0
14-20742-691-63,5274,5283,9.0
3-5381-179-55,5275,5276,1.0
0-1130-37-100,5277,5278,1.0
3-5381-179-56,5279,5280,1.0
12-17954-598-71,5282,5293,11.0
12-17954-598-73,5286,5293,7.0
12-17954-598-70,5287,5293,6.0
2-3835-127-125,5289,5290,1.0
12-17954-598-74,5289,5293,4.0
12-17954-598-72,5290,5293,3.0
0-1107-36-136,5295,5296,1.0
19-28838-961-44,5296,5297,1.0
7-10390-346-51,5296,5297,1.0
0-1107-36-135,5297,5298,1.0
7-10390-346-53,5300,5301,1.0
0-1107-36-138,5305,5306,1.0
7-10390-346-52,5305,5306,1.0
19-28838-961-41,5307,5308,1.0
19-28838-961-40,5309,5310,1.0
0-956-31-130,5314,5325,11.0
19-28838-961-42,5315,5316,1.0
19-28838-961-43,5317,5318,1.0
0-1107-36-137,5317,5318,1.0
7-10390-346-50,5319,5320,1.0
8-12957-431-139,5323,5334,11.0
13-19248-641-91,5325,5326,1.0
11-17394-579-124,5326,5327,1.0
13-19248-641-94,5326,5327,1.0
13-19248-641-92,5328,5329,1.0
8-12957-431-138,5330,5334,4.0
8-12957-431-137,5332,5334,2.0
8-12957-431-136,5333,5334,1.0
13-19248-641-93,5335,5336,1.0
17-25646-854-130,5336,5337,1.0
3-5228-174-44,5340,5351,11.0
3-5228-174-42,5343,5351,8.0
3-5228-174-41,5344,5351,7.0
3-5228-174-40,5346,5351,5.0
3-5228-174-43,5346,5351,5.0
18-27506-916-131,5350,5361,11.0
18-26699-889-146,5355,5356,1.0
18-27506-916-134,5358,5361,3.0
18-26699-889-145,5358,5359,1.0
18-27506-916-130,5359,5361,2.0
18-27506-916-133,5360,5361,1.0
0-956-31-134,5364,5365,1.0
0-956-31-133,5365,5366,1.0
0-956-31-131,5367,5368,1.0
18-27506-916-132,5368,5369,1.0
18-27017-900-86,5372,5373,1.0
18-27017-900-88,5375,5376,1.0
9-14315-477-29,5377,5388,11.0
0-956-31-132,5378,5379,1.0
9-14315-477-28,5379,5388,9.0
18-27017-900-85,5380,5381,1.0
9-14315-477-27,5386,5388,2.0
18-27017-900-87,5388,5389,1.0
9-14315-477-26,5388,5389,1.0
9-14315-477-25,5389,5390,1.0
11-17593-586-65,5391,5402,11.0
11-17593-586-67,5393,5402,9.0
11-17593-586-66,5395,5402,7.0
11-17593-586-68,5395,5402,7.0
11-17593-586-69,5396,5402,6.0
2-3825-127-79,5400,5401,1.0
0-1129-37-99,5402,5403,1.0
2-3825-127-77,5407,5408,1.0
15-22436-747-133,5408,5409,1.0
2-3825-127-76,5409,5410,1.0
2-3825-127-78,5410,5411,1.0
11-16854-561-120,5414,5415,1.0
15-22436-747-134,5415,5416,1.0
4-6046-201-82,5415,5416,1.0
19-28653-955-19,5417,5428,11.0
17-25355-845-25,5420,5421,1.0
19-28837-961-35,5421,5422,1.0
4-6046-201-80,5422,5423,1.0
4-6046-201-81,5423,5424,1.0
19-28837-961-36,5424,5425,1.0
17-25355-845-28,5430,5431,1.0
2-3774-125-121,5433,5434,1.0
17-25355-845-27,5434,5435,1.0
17-25355-845-26,5436,5437,1.0
2-3774-125-122,5436,5437,1.0
9-14653-488-69,5440,5441,1.0
8-13153-438-69,5442,5443,1.0
8-13153-438-68,5442,5443,1.0
2-3774-125-123,5447,5448,1.0
2-3774-125-124,5448,5449,1.0
6-9141-304-107,5453,5454,1.0
19-28653-955-18,5454,5455,1.0
6-9141-304-106,5455,5456,1.0
19-28653-955-17,5457,5458,1.0
6-9141-304-108,5457,5458,1.0
12-18881-629-57,5460,5461,1.0
19-28653-955-16,5468,5469,1.0
19-28653-955-15,5468,5469,1.0
12-18881-629-59,5468,5469,1.0
12-18881-629-58,5469,5470,1.0
9-13267-442-36,5470,5471,1.0
6-9141-304-105,5471,5472,1.0
9-13267-442-35,5472,5473,1.0
8-12958-431-140,5473,5474,1.0
9-13267-442-37,5478,5479,1.0
14-20743-691-66,5481,5482,1.0
7-11156-371-132,5484,5485,1.0
7-11156-371-130,5488,5489,1.0
7-11156-371-131,5489,5490,1.0
14-20743-691-67,5489,5490,1.0
12-18218-607-40,5495,5496,1.0
12-18218-607-41,5496,5497,1.0
9-13267-442-38,5496,5497,1.0
14-20743-691-65,5497,5498,1.0
12-18218-607-42,5499,5500,1.0
6-9834-327-122,5502,5513,11.0
6-9834-327-123,5502,5513,11.0
6-9834-327-121,5504,5513,9.0
6-9834-327-124,5507,5513,6.0
4-6958-231-140,5509,5510,1.0
13-20258-675-44,5510,5521,11.0
0-696-23-32,5511,5522,11.0
16-24500-816-100,5513,5524,11.0
13-20258-675-43,5515,5521,6.0
0-696-23-33,5516,5522,6.0
17-25285-842-127,5520,5531,11.0
0-696-23-30,5525,5526,1.0
6-9858-328-90,5526,5537,11.0
0-696-23-31,5526,5527,1.0
3-4602-153-63,5529,5540,11.0
17-25285-842-129,5530,5531,1.0
3-4602-153-64,5533,5540,7.0
0-470-15-101,5535,5546,11.0
0-470-15-100,5535,5546,11.0
17-25285-842-128,5536,5537,1.0
10-14826-494-31,5542,5553,11.0
10-14826-494-32,5542,5553,11.0
0-529-17-98,5544,5555,11.0
10-14826-494-30,5545,5553,8.0
0-529-17-99,5545,5555,10.0
0-529-17-96,5550,5555,5.0
4-7141-238-5,5552,5563,11.0
0-529-17-97,5555,5556,1.0
4-7141-238-6,5557,5563,6.0
7-10658-355-43,5558,5569,11.0
7-10658-355-41,5560,5569,9.0
15-23484-782-124,5564,5575,11.0
4-7141-238-7,5566,5567,1.0
7-10658-355-44,5568,5569,1.0
4-7141-238-9,5569,5570,1.0
9-14183-472-119,5572,5583,11.0
4-7141-238-8,5574,5575,1.0
6-9858-328-91,5577,5578,1.0
2-4187-139-88,5577,5588,11.0
7-10658-355-42,5578,5579,1.0
2-4187-139-89,5580,5588,8.0
9-14183-472-117,5581,5583,2.0
2-4187-139-86,5587,5588,1.0
9-14183-472-118,5589,5590,1.0
2-4187-139-85,5589,5590,1.0
2-4187-139-87,5590,5591,1.0
1-2740-91-50,5594,5605,11.0
13-19224-640-120,5596,5607,11.0
13-19224-640-121,5596,5607,11.0
13-19224-640-122,5599,5607,8.0
15-23163-772-18,5604,5615,11.0
4-6786-226-33,5605,5616,11.0
15-23163-772-19,5606,5615,9.0
13-19224-640-123,5608,5609,1.0
4-6786-226-34,5609,5616,7.0
15-23163-772-16,5611,5615,4.0
13-20452-681-110,5613,5614,1.0
15-23163-772-15,5615,5616,1.0
15-23163-772-17,5616,5617,1.0
0-290-9-104,5618,5629,11.0
16-24677-822-85,5621,5632,11.0
16-24677-822-86,5621,5632,11.0
0-695-23-29,5622,5623,1.0
16-24676-822-83,5624,5632,8.0
16-24676-822-84,5629,5632,3.0
13-20428-680-142,5631,5642,11.0
13-20428-680-143,5632,5642,10.0
16-24677-822-87,5636,5637,1.0
13-20428-680-144,5636,5642,6.0
6-10011-333-109,5638,5639,1.0
13-20428-680-141,5643,5644,1.0
4-6831-227-107,5643,5654,11.0
4-6831-227-108,5643,5654,11.0
4-6831-227-105,5646,5654,8.0
4-6831-227-106,5649,5654,5.0
3-5133-171-19,5650,5661,11.0
9-14620-487-51,5655,5666,11.0
17-25123-837-69,5655,5666,11.0
3-5133-171-18,5657,5661,4.0
13-20451-681-106,5659,5660,1.0
9-14620-487-52,5661,5666,5.0
13-20451-681-107,5662,5663,1.0
13-20451-681-108,5665,5666,1.0
9-14620-487-50,5666,5667,1.0
13-20451-681-109,5669,5670,1.0
0-469-15-99,5670,5671,1.0
4-6831-227-109,5672,5673,1.0
0-469-15-98,5678,5679,1.0
9-14620-487-53,5678,5679,1.0
0-469-15-97,5679,5680,1.0
9-14620-487-54,5680,5681,1.0
13-20138-671-40,5681,5692,11.0
13-20138-671-42,5684,5692,8.0
13-20138-671-41,5685,5692,7.0
13-20138-671-43,5687,5692,5.0
8-11958-398-90,5690,5701,11.0
5-8299-276-96,5690,5701,11.0
5-8299-276-97,5691,5701,10.0
5-8299-276-95,5693,5701,8.0
8-11958-398-91,5695,5701,6.0
6-9835-327-125,5700,5701,1.0
8-12349-411-95,5701,5712,11.0
3-4603-153-67,5704,5705,1.0
4-6256-208-80,5707,5718,11.0
14-21302-710-11,5707,5718,11.0
16-24500-816-102,5711,5712,1.0
4-6256-208-81,5713,5718,5.0
4-6256-208-82,5713,5718,5.0
3-4603-153-66,5716,5717,1.0
3-4603-153-65,5718,5719,1.0
14-21302-710-10,5724,5725,1.0
16-24500-816-104,5724,5725,1.0
0-552-18-64,5726,5737,11.0
16-24500-816-103,5726,5727,1.0
16-24500-816-101,5728,5729,1.0
1-2739-91-46,5731,5732,1.0
1-2739-91-48,5734,5735,1.0
18-27230-907-104,5735,5746,11.0
1-2739-91-47,5736,5737,1.0
1-2739-91-49,5738,5739,1.0
18-27230-907-103,5741,5746,5.0
8-12873-429-17,5747,5758,11.0
18-27230-907-102,5747,5748,1.0
18-27230-907-101,5747,5748,1.0
8-12873-429-16,5748,5758,10.0
15-23485-782-126,5751,5752,1.0
8-12873-429-15,5756,5758,2.0
15-22342-744-110,5756,5767,11.0
15-23485-782-127,5757,5758,1.0
15-23485-782-125,5759,5760,1.0
15-22342-744-111,5764,5767,3.0
15-23485-782-128,5765,5766,1.0
0-553-18-66,5765,5766,1.0
0-553-18-65,5768,5769,1.0
15-22342-744-112,5768,5769,1.0
17-25286-842-131,5770,5771,1.0
15-22342-744-113,5773,5774,1.0
17-25286-842-130,5775,5776,1.0
8-12873-429-19,5778,5779,1.0
15-22342-744-114,5778,5779,1.0
13-20259-675-47,5782,5783,1.0
13-20259-675-45,5784,5785,1.0
13-20259-675-46,5786,5787,1.0
13-19223-640-119,5787,5788,1.0
8-12873-429-18,5789,5790,1.0
0-553-18-68,5792,5793,1.0
5-8127-270-136,5793,5804,11.0
5-8127-270-138,5793,5804,11.0
0-553-18-67,5795,5796,1.0
5-8127-270-137,5798,5804,6.0
4-6672-222-60,5802,5813,11.0
0-797-26-86,5802,5813,11.0
0-797-26-87,5806,5813,7.0
5-8127-270-139,5808,5809,1.0
0-797-26-85,5809,5813,4.0
11-17457-581-135,5812,5823,11.0
11-17457-581-137,5812,5823,11.0
0-797-26-88,5812,5813,1.0
11-17457-581-136,5815,5823,8.0
4-6672-222-61,5818,5819,1.0
9-14184-472-121,5822,5823,1.0
9-14184-472-120,5824,5825,1.0
11-17457-581-138,5825,5826,1.0
12-19012-633-114,5827,5838,11.0
13-20137-671-39,5827,5828,1.0
3-5561-185-56,5830,5831,1.0
4-6957-231-137,5831,5832,1.0
3-5561-185-58,5835,5836,1.0
3-5561-185-59,5835,5836,1.0
4-6957-231-136,5839,5840,1.0
18-26617-887-35,5845,5856,11.0
3-5561-185-55,5846,5847,1.0
4-6957-231-139,5846,5847,1.0
3-5561-185-57,5849,5850,1.0
4-6957-231-138,5849,5850,1.0
18-26617-887-39,5854,5856,2.0
7-10659-355-45,5854,5855,1.0
18-26617-887-38,5857,5858,1.0
18-26617-887-36,5858,5859,1.0
18-26617-887-37,5859,5860,1.0
9-14472-482-63,5862,5873,11.0
1-1944-64-121,5863,5874,11.0
9-14472-482-62,5866,5873,7.0
1-1944-64-122,5868,5874,6.0
1-1944-64-120,5869,5874,5.0
6-9857-328-88,5874,5875,1.0
9-14472-482-64,5876,5877,1.0
1-1944-64-124,5876,5877,1.0
1-1944-64-123,5877,5878,1.0
6-9857-328-89,5879,5880,1.0
17-25124-837-73,5880,5881,1.0
17-25124-837-72,5882,5883,1.0
6-9857-328-87,5884,5885,1.0
9-14472-482-61,5888,5889,1.0
9-14472-482-60,5888,5889,1.0
12-19013-633-115,5890,5891,1.0
0-290-9-102,5891,5892,1.0
0-290-9-103,5892,5893,1.0
0-290-9-101,5897,5898,1.0
0-290-9-100,5898,5899,1.0
12-19013-633-118,5901,5902,1.0
18-27231-907-105,5902,5903,1.0
6-10012-333-113,5907,5908,1.0
12-19013-633-117,5908,5909,1.0
6-10012-333-112,5909,5910,1.0
17-25124-837-70,5910,5911,1.0
0-796-26-84,5912,5913,1.0
12-19013-633-116,5913,5914,1.0
6-10012-333-110,5916,5917,1.0
6-10012-333-111,5917,5918,1.0
17-25124-837-71,5920,5921,1.0
1-2558-85-41,5920,5931,11.0
1-2558-85-43,5920,5931,11.0
0-530-17-100,5925,5926,1.0
1-2558-85-42,5926,5931,5.0
4-6787-226-37,5930,5931,1.0
4-6787-226-35,5936,5937,1.0
4-6787-226-36,5937,5938,1.0
14-21301-710-7,5937,5938,1.0
1-2558-85-44,5938,5939,1.0
5-8298-276-94,5940,5941,1.0
5-8298-276-93,5940,5941,1.0
14-21301-710-8,5948,5949,1.0
4-6671-222-57,5949,5950,1.0
8-11957-398-87,5949,5950,1.0
8-11957-398-88,5951,5952,1.0
8-11957-398-89,5952,5953,1.0
4-6671-222-59,5957,5958,1.0
1-2559-85-45,5958,5959,1.0
8-12348-411-92,5961,5962,1.0
4-6671-222-58,5963,5964,1.0
8-12348-411-94,5963,5964,1.0
8-12348-411-91,5968,5969,1.0
8-12348-411-93,5969,5970,1.0
10-14825-494-29,5974,5975,1.0
13-20429-680-145,5976,5977,1.0
10-14825-494-28,5976,5977,1.0
16-24365-812-26,5984,5985,1.0
5-8128-270-140,5984,5985,1.0
4-6255-208-79,5984,5985,1.0
4-6255-208-78,5987,5988,1.0
16-24365-812-25,5988,5989,1.0
3-5134-171-22,5990,5991,1.0
14-21301-710-9,5995,5996,1.0
11-17456-581-134,5998,5999,1.0
3-5134-171-21,5999,6000,1.0
3-5134-171-20,5999,6000,1.0
16-24535-817-125,6004,6015,11.0
16-24535-817-126,6005,6015,10.0
16-24535-817-127,6005,6015,10.0
16-24535-817-128,6007,6015,8.0
1-1585-52-129,6008,6009,1.0
18-27254-908-72,6010,6011,1.0
6-8882-296-13,6012,6023,11.0
6-8882-296-12,6014,6023,9.0
6-8882-296-14,6017,6023,6.0
18-27254-908-73,6017,6018,1.0
6-8882-296-10,6020,6023,3.0
6-8882-296-11,6025,6026,1.0
4-6651-221-109,6026,6037,11.0
18-27254-908-70,6026,6027,1.0
18-27254-908-71,6028,6029,1.0
4-7090-236-51,6032,6043,11.0
4-7090-236-53,6033,6043,10.0
4-7090-236-54,6034,6043,9.0
4-6651-221-108,6035,6037,2.0
4-7090-236-52,6039,6043,4.0
0-965-32-29,6044,6055,11.0
15-23206-773-81,6045,6056,11.0
7-10762-358-113,6046,6057,11.0
15-22064-735-74,6047,6058,11.0
15-23206-773-82,6049,6056,7.0
15-23206-773-80,6051,6056,5.0
0-965-32-28,6051,6055,4.0
7-10762-358-111,6052,6057,5.0
7-10762-358-112,6054,6057,3.0
15-22064-735-73,6058,6059,1.0
15-22064-735-72,6060,6061,1.0
15-23206-773-83,6060,6061,1.0
2-4051-135-7,6060,6071,11.0
7-10762-358-110,6061,6062,1.0
2-4051-135-9,6061,6071,10.0
18-26725-890-129,6070,6081,11.0
18-26725-890-128,6072,6081,9.0
15-22064-735-71,6074,6075,1.0
1-1539-51-45,6077,6088,11.0
2-4051-135-8,6078,6079,1.0
10-14704-490-24,6080,6091,11.0
1-1539-51-47,6081,6088,7.0
14-21612-720-60,6082,6093,11.0
6-9716-323-134,6084,6095,11.0
1-1539-51-46,6084,6088,4.0
6-10124-337-74,6092,6103,11.0
6-10124-337-73,6095,6103,8.0
3-5557-185-35,6096,6107,11.0
6-9716-323-133,6097,6098,1.0
18-27877-929-37,6098,6109,11.0
17-26469-882-45,6100,6111,11.0
18-27877-929-35,6102,6109,7.0
18-27877-929-36,6103,6109,6.0
1-1538-51-43,6105,6106,1.0
16-24291-809-109,6106,6117,11.0
10-15832-527-114,6111,6122,11.0
10-15832-527-113,6112,6122,10.0
13-19391-646-56,6115,6116,1.0
1-1538-51-44,6118,6119,1.0
13-19391-646-55,6118,6119,1.0
